,age,fnlwgt,education-num,marital-status,relationship,race,sex,hours-per-week,income
10267,25,123095,10,1,2,8,2,40,0
10268,32,153326,13,2,32,8,2,40,0
10269,28,75695,10,32,1,8,1,60,0
10270,33,206609,9,2,8,8,2,50,0
10271,17,234780,9,1,2,4,2,40,0
10272,27,178778,9,2,8,8,2,40,0
10273,55,171355,11,2,8,8,2,20,0
10274,63,95680,10,2,8,8,2,18,1
10275,39,196673,9,2,16,8,1,40,0
10276,51,73670,16,2,8,8,2,52,1
10277,67,139960,4,2,8,8,2,40,0
10278,41,397280,13,2,8,8,2,72,0
10279,27,60374,9,64,4,8,1,26,0
10280,54,421561,14,2,8,8,2,45,1
10281,59,245196,6,2,8,4,2,40,1
10282,18,27620,9,1,1,8,1,25,0
10283,19,187570,9,1,2,8,2,20,0
10284,31,102884,9,2,8,8,2,50,0
10285,17,228399,7,1,2,8,1,7,0
10286,42,340234,9,2,8,2,2,40,1
10287,37,176293,10,16,1,8,1,30,0
10288,51,108435,9,2,8,8,2,40,0
10289,48,161187,9,1,1,8,1,40,0
10290,23,278391,9,1,2,8,2,40,0
10291,27,157941,11,2,8,8,2,45,0
10292,25,182866,9,1,2,8,2,40,0
10293,69,370888,12,4,1,8,1,6,0
10294,30,206512,13,1,1,8,2,44,0
10295,33,357954,9,2,8,8,2,35,0
10296,28,189346,9,1,2,8,2,48,0
10297,45,234652,3,2,8,8,2,40,0
10298,25,113436,10,1,2,8,2,15,0
10299,37,204145,11,2,8,8,2,45,1
10300,59,157305,1,1,1,8,2,40,0
10301,26,104045,9,1,2,8,1,30,0
10302,48,280422,10,32,1,8,1,25,0
10303,64,173754,9,2,8,8,2,40,0
10304,39,211154,13,2,8,8,2,50,0
10305,24,321435,13,1,1,8,2,40,0
10306,40,177083,14,1,1,8,1,35,0
10307,46,178829,14,16,1,8,2,70,1
10308,35,287658,10,2,8,4,2,40,1
10309,43,209894,9,2,16,8,1,40,1
10310,31,334744,9,32,1,8,2,40,0
10311,22,306967,10,1,1,8,1,25,0
10312,35,52187,10,1,1,8,2,30,0
10313,35,101978,9,32,1,8,2,50,0
10314,35,483530,10,4,4,8,1,40,0
10315,40,77357,15,2,8,8,2,40,1
10316,50,149770,14,1,4,8,1,40,0
10317,48,328606,15,4,4,8,2,63,1
10318,70,172652,14,2,8,8,2,8,0
10319,46,188293,9,4,1,8,1,40,0
10320,36,116608,9,4,4,8,1,38,0
10321,37,348960,13,2,8,8,2,36,1
10322,24,329530,5,2,8,8,2,45,0
10323,47,93476,13,32,1,8,1,70,0
10324,35,195744,9,4,1,8,2,50,0
10325,43,125833,13,2,8,2,2,40,0
10326,18,191117,7,1,2,8,2,20,0
10327,54,311020,9,2,8,8,2,50,0
10328,62,210464,9,1,32,4,1,38,0
10329,36,135289,13,2,8,8,2,48,1
10330,27,156266,5,2,8,1,2,40,0
10331,23,154210,10,1,32,2,2,14,0
10332,61,160625,13,2,8,8,2,15,1
10333,39,331481,13,4,1,4,2,60,0
10334,33,249249,3,2,8,8,2,50,1
10335,28,261725,2,1,1,8,1,40,0
10336,22,239612,9,1,2,8,2,20,0
10337,31,226696,11,2,8,8,2,60,1
10338,26,190330,13,1,1,8,2,30,0
10339,44,193755,13,4,1,8,2,50,1
10340,73,192740,13,2,8,8,2,30,0
10341,44,201924,13,4,4,8,1,35,0
10342,35,77146,11,4,1,8,2,45,0
10343,33,126414,13,2,16,8,1,40,0
10344,27,43652,13,1,1,8,1,40,0
10345,47,227244,13,2,8,4,2,50,1
10346,29,160731,9,2,8,8,2,45,1
10347,33,287878,10,2,16,8,1,26,0
10348,50,166758,10,4,1,8,1,15,0
10349,32,183811,9,2,8,8,2,40,0
10350,41,254818,14,4,4,8,2,40,0
10351,19,220517,10,1,2,8,1,35,0
10352,45,295046,9,2,8,8,2,60,1
10353,65,190568,9,64,1,8,1,36,0
10354,42,211915,10,32,4,8,1,40,0
10355,33,295621,13,2,8,4,2,25,1
10356,32,204567,13,2,8,8,2,60,1
10357,42,204235,10,2,8,8,2,40,1
10358,49,186982,10,32,1,8,1,45,1
10359,38,133586,9,2,2,8,2,45,0
10360,38,165930,10,2,8,8,2,50,0
10361,37,164898,10,2,8,8,2,52,0
10362,24,278155,10,1,1,8,2,30,0
10363,27,115705,10,1,1,8,2,50,0
10364,25,150553,5,16,4,2,1,40,0
10365,29,185127,9,2,8,8,2,50,0
10366,46,201595,9,2,8,8,2,70,0
10367,44,165815,9,2,8,8,2,96,0
10368,26,102420,13,1,1,2,1,40,0
10369,46,344172,12,2,8,8,2,49,1
10370,38,222450,10,32,4,8,2,40,0
10371,38,212245,10,2,8,8,2,40,0
10372,22,190625,13,2,8,8,2,20,0
10373,33,203488,10,4,1,8,2,40,0
10374,50,304260,12,4,1,2,2,40,0
10375,31,243665,9,2,8,8,2,41,1
10376,26,189238,10,1,1,8,1,4,0
10377,42,77373,10,2,8,8,2,38,0
10378,27,410351,9,2,8,8,2,40,0
10379,34,36385,14,2,8,8,2,45,1
10380,64,110150,9,2,8,8,2,40,0
10381,43,198316,10,2,8,8,2,40,0
10382,39,127772,9,2,8,8,2,40,0
10383,47,199058,15,1,1,8,2,40,1
10384,56,285730,14,1,1,8,2,66,0
10385,25,334133,14,1,2,8,2,20,0
10386,60,97030,13,4,1,8,1,35,0
10387,52,67090,9,2,8,8,2,44,0
10388,43,397963,9,4,1,8,2,16,0
10389,46,182533,13,1,4,2,1,40,0
10390,19,560804,10,1,2,8,1,30,0
10391,56,365050,4,1,4,4,1,20,0
10392,22,110200,13,1,1,8,2,40,0
10393,28,150025,7,1,1,8,2,40,0
10394,39,299828,3,32,4,4,1,30,0
10395,28,109282,10,4,1,8,2,40,0
10396,31,103435,13,2,8,8,2,50,1
10397,22,34747,9,1,2,8,1,35,0
10398,39,137522,9,2,8,2,2,40,1
10399,39,286789,13,2,8,8,2,40,1
10400,28,211032,7,1,1,8,2,40,0
10401,67,192916,9,2,8,8,2,11,0
10402,31,219318,9,1,4,8,1,35,0
10403,50,112873,13,2,8,8,2,40,0
10404,34,36069,9,2,8,8,2,46,0
10405,48,73434,9,2,16,8,1,40,1
10406,51,200576,13,4,1,8,1,40,0
10407,54,172962,9,2,8,8,2,40,0
10408,44,44006,11,4,1,8,2,40,0
10409,20,234474,10,1,2,4,1,20,0
10410,37,212826,9,2,8,4,2,40,0
10411,38,234901,10,2,8,8,2,40,0
10412,59,200700,12,2,8,4,2,40,0
10413,59,41258,13,2,8,8,2,50,0
10414,51,249644,10,4,1,8,2,48,1
10415,60,230165,13,2,8,4,2,40,0
10416,29,351731,10,2,8,8,2,40,0
10417,37,114765,10,1,1,8,1,40,0
10418,42,349884,6,2,8,8,2,35,0
10419,28,204247,13,2,8,8,2,50,1
10420,34,143392,9,1,2,8,1,40,0
10421,50,37913,13,2,8,8,2,40,1
10422,22,150683,9,1,2,8,2,24,0
10423,27,207611,9,1,1,8,1,52,0
10424,45,319666,15,4,4,8,1,43,0
10425,39,155961,9,4,4,4,1,38,0
10426,25,117833,13,1,1,8,1,35,0
10427,63,447079,9,1,1,8,2,15,0
10428,24,142404,13,2,8,8,2,40,1
10429,18,155752,9,1,1,8,1,30,0
10430,19,252292,9,1,2,8,2,40,0
10431,23,111450,8,1,4,4,2,38,0
10432,20,528616,3,1,32,8,2,40,0
10433,17,228786,6,1,2,8,1,24,0
10434,63,80572,13,2,8,8,2,40,1
10435,28,180271,13,2,8,8,2,65,1
10436,51,237819,13,2,8,8,2,50,1
10437,29,157612,13,1,1,8,1,45,0
10438,64,379062,10,64,4,8,1,12,0
10439,17,191910,6,1,2,8,2,25,0
10440,45,326064,10,4,4,4,1,35,0
10441,18,312353,8,1,2,4,2,20,0
10442,31,213307,9,1,2,8,1,40,0
10443,48,209057,13,16,2,8,2,50,1
10444,41,340148,10,1,1,8,1,45,0
10445,65,154171,15,2,8,8,2,60,1
10446,27,94064,11,4,1,8,2,40,0
10447,39,119098,11,2,8,8,2,40,0
10448,51,388496,10,4,1,8,2,8,1
10449,49,181363,14,2,8,8,2,45,1
10450,58,210031,9,4,4,8,2,40,0
10451,36,206951,13,2,8,8,2,45,1
10452,25,485496,9,1,1,4,1,40,0
10453,41,210259,10,4,4,4,1,37,0
10454,31,118551,5,4,1,8,1,40,0
10455,63,180911,7,2,8,8,2,37,1
10456,50,242517,13,4,1,8,1,40,0
10457,63,298113,10,4,1,8,2,40,0
10458,44,277783,14,1,2,8,2,99,0
10459,48,155862,9,4,1,8,2,65,0
10460,51,171924,10,2,8,8,2,50,0
10461,18,243900,9,1,2,8,1,15,0
10462,23,231160,10,1,2,8,2,25,0
10463,31,356882,9,2,8,8,2,40,0
10464,38,49020,9,2,8,8,2,40,0
10465,19,105460,10,1,2,8,2,20,0
10466,56,157749,10,2,8,8,2,60,1
10467,31,131568,4,4,4,8,2,20,0
10468,46,332355,10,2,8,8,2,40,0
10469,39,204501,14,2,8,8,2,50,1
10470,56,305767,9,2,8,2,2,40,0
10471,31,129761,9,1,4,8,1,40,0
10472,42,130126,13,2,8,8,2,40,1
10473,53,102828,9,2,8,8,2,35,1
10474,18,160984,7,1,2,8,1,15,0
10475,18,255282,7,1,2,4,2,48,0
10476,20,346341,10,1,1,8,1,35,0
10477,27,285897,9,2,8,8,2,45,1
10478,31,356689,13,1,1,8,2,40,0
10479,52,192386,14,2,8,8,2,40,0
10480,46,394860,9,2,8,8,2,40,0
10481,30,113129,10,1,1,8,2,24,0
10482,26,55929,13,1,1,8,1,40,0
10483,48,177018,14,2,8,8,2,50,1
10484,37,161141,10,2,8,8,2,40,1
10485,29,309463,5,2,8,8,2,40,0
10486,49,165468,9,2,8,8,2,55,1
10487,24,49218,9,4,1,8,2,40,0
10488,74,119129,9,2,8,8,2,20,0
10489,56,162130,3,2,8,8,2,67,1
10490,39,129573,13,1,1,8,2,40,0
10491,21,306850,9,1,2,8,2,40,0
10492,29,135296,13,1,1,8,1,45,1
10493,43,187322,9,4,4,8,2,45,0
10494,23,55674,13,1,1,8,1,40,0
10495,26,148298,9,1,1,8,1,50,0
10496,47,34845,9,2,8,8,2,60,0
10497,27,200733,9,2,8,8,2,55,0
10498,45,191858,9,2,8,8,2,45,1
10499,30,425528,9,1,2,8,2,70,0
10500,35,44780,10,2,16,8,1,20,1
10501,33,125856,9,2,8,8,2,40,0
10502,37,100508,9,2,8,8,2,40,1
10503,21,148294,9,1,2,8,2,20,0
10504,42,39324,9,2,8,8,2,40,0
10505,48,147397,9,2,8,8,2,36,0
10506,46,24728,9,1,1,8,1,48,0
10507,36,177616,3,32,1,8,1,40,0
10508,54,163826,9,1,1,8,2,40,0
10509,25,199947,9,2,16,8,1,40,0
10510,26,386949,9,4,4,8,1,25,0
10511,36,116133,9,2,8,8,2,57,0
10512,56,196307,13,1,1,8,2,20,0
10513,37,177181,9,2,8,8,2,40,0
10514,26,324854,13,1,1,8,1,40,1
10515,23,188505,13,1,2,8,1,25,0
10516,23,502316,13,1,1,8,1,40,0
10517,41,26892,13,1,1,8,2,40,0
10518,55,102058,13,2,8,8,2,50,1
10519,39,167728,13,2,8,8,2,40,1
10520,67,233681,12,2,8,8,2,35,0
10521,60,26756,9,64,1,8,1,50,0
10522,54,101890,9,64,4,8,1,40,0
10523,38,192337,14,2,8,8,2,40,1
10524,47,340982,10,2,8,2,2,40,1
10525,49,102308,13,2,8,8,2,42,1
10526,19,84747,9,1,2,8,1,24,0
10527,20,197752,10,1,4,8,2,40,0
10528,66,185336,9,64,32,8,1,35,0
10529,22,289984,10,1,1,4,1,25,0
10530,51,125417,14,2,8,8,2,42,1
10531,19,278480,10,1,1,8,2,40,0
10532,36,146412,10,4,4,8,1,40,0
10533,33,193042,9,2,8,8,2,60,1
10534,41,53956,13,4,1,8,2,56,0
10535,90,175491,9,2,8,8,2,50,1
10536,78,33186,4,2,8,8,2,60,0
10537,36,144154,9,4,1,8,1,40,0
10538,30,194901,15,4,2,8,2,55,0
10539,35,335777,10,4,1,8,2,40,0
10540,46,139268,14,2,8,8,2,45,1
10541,38,33887,9,1,32,8,2,40,0
10542,24,283613,13,2,8,8,2,40,0
10543,40,141245,13,2,16,8,1,40,0
10544,49,298130,4,2,8,8,2,40,0
10545,19,186096,9,1,2,4,2,30,0
10546,77,187656,10,64,1,8,1,20,0
10547,46,102308,9,2,8,8,2,56,1
10548,41,124639,10,32,1,4,2,40,0
10549,28,388112,2,1,4,8,2,77,0
10550,21,109952,9,2,8,8,2,40,0
10551,24,164529,8,1,2,4,2,40,0
10552,36,247750,9,2,8,4,2,45,0
10553,23,103588,10,1,2,8,2,25,0
10554,38,248919,9,2,8,8,2,40,0
10555,29,178551,9,2,8,8,2,40,0
10556,38,136137,10,2,32,8,2,50,1
10557,47,55377,13,1,4,4,2,40,1
10558,39,177728,14,4,1,8,1,40,0
10559,40,243580,13,2,8,8,2,48,0
10560,21,188535,10,1,2,8,2,40,0
10561,32,63910,9,4,2,2,1,40,0
10562,23,219535,9,1,2,8,2,40,0
10563,44,180609,9,2,8,8,2,40,0
10564,37,59313,10,32,1,4,2,40,0
10565,70,170428,13,64,4,8,1,20,0
10566,51,102615,14,2,8,8,2,40,1
10567,66,193132,5,32,1,4,1,30,0
10568,57,124137,10,2,8,8,2,40,0
10569,36,136629,10,2,8,8,2,40,1
10570,48,148995,13,4,1,8,2,60,1
10571,24,203076,9,2,8,8,2,40,0
10572,51,63424,14,2,16,8,1,40,1
10573,43,241895,13,2,8,8,2,50,1
10574,27,266973,9,2,8,8,2,60,0
10575,32,188048,13,1,2,8,1,40,0
10576,20,366929,10,1,2,8,1,35,0
10577,33,214129,10,4,1,8,1,40,0
10578,19,250818,10,1,1,8,2,40,0
10579,32,240979,10,2,8,8,2,60,1
10580,35,98283,15,1,1,2,2,40,1
10581,26,104746,9,2,8,8,2,60,0
10582,39,103710,9,1,4,8,1,60,0
10583,24,159580,13,1,2,4,1,75,0
10584,45,117409,10,2,8,8,2,40,1
10585,20,140001,10,1,2,8,2,40,0
10586,49,31650,13,2,32,8,1,45,0
10587,35,80771,14,1,1,8,1,40,0
10588,30,66278,9,1,1,8,1,40,0
10589,23,107801,10,1,2,8,1,25,0
10590,33,206609,13,2,8,8,2,45,0
10591,35,282461,9,2,8,8,2,50,0
10592,31,188246,14,2,8,8,2,50,0
10593,20,279763,7,1,1,4,2,25,0
10594,44,467799,9,2,8,8,2,40,0
10595,33,137674,9,2,8,4,2,40,0
10596,50,158284,10,2,8,8,2,40,0
10597,25,204219,9,1,4,8,1,40,0
10598,28,210498,9,2,8,8,2,40,0
10599,60,63526,13,2,8,4,2,40,1
10600,38,216924,11,2,8,8,2,40,0
10601,38,372559,10,2,8,4,2,40,0
10602,57,199114,13,1,1,8,2,40,0
10603,50,168539,9,2,8,8,2,40,1
10604,39,189911,7,4,4,8,1,40,0
10605,69,61958,9,2,8,8,2,6,0
10606,51,68898,11,4,1,8,2,39,1
10607,42,204450,9,2,8,4,2,40,0
10608,53,311350,13,2,8,8,2,50,1
10609,37,113750,13,2,8,8,2,40,0
10610,37,359591,6,2,8,8,2,40,0
10611,38,132879,9,2,8,8,2,50,1
10612,20,301199,10,1,2,8,1,24,0
10613,38,267540,10,32,4,4,1,38,0
10614,52,185407,11,2,8,8,2,48,1
10615,48,191277,11,2,8,8,2,50,1
10616,30,78980,11,2,8,8,2,40,1
10617,37,241463,9,2,8,8,2,65,1
10618,47,216999,9,2,8,8,2,45,0
10619,33,120508,13,4,4,8,1,60,0
10620,33,122612,9,16,1,2,1,35,0
10621,20,94057,10,1,2,8,2,15,0
10622,41,197558,13,4,1,8,2,40,0
10623,32,351869,10,2,8,8,2,45,1
10624,54,121761,9,2,8,2,2,50,0
10625,36,184556,13,2,16,8,1,40,0
10626,46,268281,13,1,1,8,1,40,0
10627,45,235646,13,2,8,8,2,40,1
10628,18,186909,10,1,2,8,1,16,0
10629,62,35783,10,2,8,8,2,60,0
10630,33,188861,9,2,8,8,2,40,0
10631,42,363591,9,4,4,8,2,40,0
10632,18,469921,10,1,2,8,1,40,0
10633,32,51150,11,4,4,8,1,40,0
10634,43,174325,4,2,8,4,2,40,0
10635,20,347530,9,1,4,4,1,25,0
10636,50,72351,13,4,1,8,2,45,0
10637,42,185129,16,2,8,8,2,43,1
10638,36,188571,9,2,8,8,2,40,0
10639,22,255252,9,1,2,8,2,40,0
10640,30,291951,9,2,8,4,2,40,0
10641,33,223046,9,1,1,8,2,40,0
10642,43,37937,12,2,8,8,2,43,0
10643,38,295127,10,2,8,8,2,40,0
10644,34,183801,13,1,1,8,2,14,0
10645,40,116218,10,32,4,8,1,45,0
10646,40,143069,9,2,8,8,2,40,0
10647,41,235951,15,2,8,8,2,50,1
10648,57,112840,10,2,8,8,2,50,1
10649,65,146454,14,2,8,8,2,4,0
10650,52,43705,10,2,8,8,2,50,0
10651,59,122283,15,2,8,2,2,40,1
10652,18,376647,9,1,2,8,2,25,0
10653,48,101299,12,2,8,8,2,45,0
10654,45,96798,3,4,4,8,2,40,0
10655,24,194654,9,2,8,8,2,40,0
10656,27,206889,12,1,1,8,2,40,0
10657,40,226902,14,2,8,8,2,50,1
10658,44,150755,13,2,8,8,2,40,0
10659,24,200679,9,1,2,4,2,50,0
10660,71,183678,15,2,8,8,2,16,0
10661,17,33138,8,1,2,8,2,40,0
10662,57,57071,10,2,8,8,2,40,0
10663,71,35303,13,2,8,8,2,30,1
10664,37,188576,16,2,8,2,2,40,0
10665,33,169496,9,2,8,8,2,40,0
10666,41,58124,9,2,8,8,2,40,0
10667,25,356344,13,1,2,8,1,40,0
10668,42,444134,9,2,8,8,2,15,0
10669,18,340117,7,1,4,4,1,50,0
10670,34,219619,9,1,1,8,2,40,0
10671,57,334585,6,2,16,8,1,40,0
10672,27,331046,13,1,1,8,1,45,0
10673,46,443179,13,4,1,8,1,8,0
10674,64,239529,7,64,1,8,1,35,0
10675,24,100345,13,1,2,8,2,20,0
10676,23,205653,13,1,2,8,2,30,0
10677,33,112383,10,2,8,8,2,40,0
10678,58,21626,11,4,1,8,2,56,0
10679,25,135568,5,2,8,8,2,40,0
10680,44,190532,14,1,1,8,1,55,0
10681,53,266598,9,2,8,8,2,40,1
10682,38,116608,9,2,16,8,1,35,1
10683,36,353263,13,1,1,8,1,45,1
10684,25,157617,9,1,1,8,2,40,0
10685,54,21698,13,4,4,8,1,40,0
10686,31,77143,8,32,4,4,2,40,0
10687,18,342852,9,1,2,8,2,40,0
10688,40,176602,9,4,1,4,2,40,0
10689,26,146343,10,2,16,4,1,40,0
10690,68,146645,16,2,8,8,2,50,1
10691,33,221966,13,1,1,8,2,50,0
10692,22,215546,12,1,1,8,2,55,0
10693,50,173020,10,2,8,8,2,40,0
10694,24,247734,13,1,2,8,2,30,0
10695,44,252202,9,4,1,8,1,40,0
10696,37,497300,9,1,4,4,2,40,0
10697,34,426431,13,2,8,8,2,40,0
10698,45,162410,10,64,1,8,1,45,1
10699,77,143516,14,2,8,8,2,8,1
10700,25,190350,6,2,2,8,1,35,0
10701,20,194504,10,32,4,4,1,40,0
10702,46,110884,9,1,1,1,2,40,0
10703,26,187652,12,1,2,8,2,40,0
10704,45,81400,2,2,16,8,1,25,0
10705,70,97831,9,64,4,8,1,4,0
10706,57,180920,9,2,8,8,2,40,1
10707,28,189186,11,1,1,8,2,40,0
10708,35,144172,12,2,16,8,1,16,0
10709,36,607848,10,2,8,8,2,45,1
10710,32,207301,9,1,1,8,1,40,0
10711,29,293073,13,1,1,8,2,50,1
10712,36,210452,13,4,4,8,2,45,0
10713,19,41400,9,1,2,8,2,30,0
10714,27,164170,13,1,4,2,1,20,0
10715,48,112906,14,2,8,8,2,55,1
10716,49,126268,13,2,8,8,2,50,0
10717,55,208311,14,2,8,8,2,20,1
10718,61,28291,9,4,1,8,1,82,0
10719,42,121998,10,2,8,8,2,40,1
10720,42,31621,12,4,1,8,1,40,0
10721,30,108386,11,2,8,8,2,40,0
10722,32,134727,9,2,8,8,2,40,0
10723,37,208391,10,2,8,8,2,40,1
10724,35,112271,10,2,8,8,2,45,0
10725,30,173350,11,16,1,8,1,40,0
10726,30,243190,15,2,8,2,2,20,1
10727,55,185436,10,2,8,8,2,70,1
10728,36,290409,10,2,8,8,2,40,0
10729,33,80058,9,1,2,8,2,48,0
10730,56,370045,13,2,8,8,2,40,1
10731,26,36936,11,2,8,8,2,40,0
10732,37,231180,9,2,8,8,2,40,0
10733,28,119793,9,1,2,8,2,60,0
10734,38,102178,9,2,8,8,2,50,0
10735,76,135039,9,2,8,8,2,20,0
10736,35,317780,10,1,4,4,1,40,0
10737,48,232840,10,64,4,8,1,43,0
10738,35,33975,12,2,8,8,2,40,0
10739,39,256997,13,2,8,8,2,40,0
10740,64,298301,9,2,8,8,2,40,0
10741,22,310380,9,1,4,4,1,40,0
10742,45,182100,13,2,8,8,2,40,1
10743,27,501172,3,2,8,8,2,40,0
10744,43,143939,9,4,4,8,1,50,1
10745,23,85088,10,1,2,8,1,37,0
10746,25,282313,6,1,2,4,2,40,0
10747,39,230054,14,2,8,8,2,50,1
10748,63,236338,9,2,16,8,1,35,0
10749,37,321943,15,2,8,8,2,40,1
10750,26,218782,9,2,8,16,2,40,0
10751,33,191385,13,1,1,8,2,40,0
10752,45,185497,13,2,16,2,1,70,0
10753,28,126129,10,1,1,8,1,40,0
10754,20,199268,10,1,2,8,1,20,0
10755,34,255693,9,2,16,8,1,20,0
10756,34,203488,10,2,8,8,2,40,0
10757,41,203233,9,2,8,8,2,40,1
10758,38,203836,10,2,8,8,2,50,1
10759,36,187847,13,2,8,8,2,40,1
10760,38,116358,10,2,8,2,2,40,0
10761,46,198660,13,2,8,8,2,72,1
10762,43,89636,13,2,16,2,1,60,0
10763,49,120629,10,64,4,8,1,30,0
10764,26,150226,13,1,2,8,1,35,0
10765,28,137898,9,4,1,8,1,35,0
10766,54,146574,9,2,8,8,2,40,1
10767,53,88725,9,1,1,16,1,40,0
10768,24,142022,10,1,2,8,2,50,0
10769,23,284898,10,1,2,8,2,30,0
10770,55,212448,9,4,1,8,1,40,0
10771,58,203039,5,32,1,8,2,40,0
10772,26,227489,9,1,32,4,2,40,0
10773,19,105289,6,1,32,4,1,20,0
10774,28,223745,10,1,4,8,1,40,0
10775,45,242994,10,1,1,8,2,52,0
10776,30,196385,10,2,8,8,2,45,1
10777,76,116202,9,64,4,8,1,33,0
10778,47,140045,9,32,4,8,1,40,0
10779,34,133503,10,4,1,8,2,40,0
10780,40,226585,10,2,16,8,1,35,1
10781,24,85041,9,32,4,8,1,25,0
10782,30,162442,13,2,16,8,1,50,1
10783,67,279980,10,2,8,8,2,10,1
10784,24,216563,9,2,16,8,1,40,0
10785,43,231964,10,4,4,8,1,40,0
10786,29,263855,8,1,4,8,2,40,0
10787,40,124915,9,2,8,8,2,40,0
10788,61,178312,10,2,8,8,2,40,0
10789,45,215862,16,2,8,8,2,45,1
10790,21,39236,10,1,1,8,1,50,0
10791,58,349910,9,2,8,8,2,40,1
10792,52,75839,10,2,8,8,2,40,0
10793,34,176711,9,1,2,8,2,40,0
10794,20,266525,10,1,32,4,1,20,0
10795,25,34307,10,1,1,8,2,40,0
10796,46,331776,9,2,8,8,2,40,0
10797,54,111469,10,4,1,8,1,40,0
10798,43,198965,14,2,8,8,2,40,1
10799,25,288185,5,2,8,8,2,40,0
10800,21,198050,12,1,1,8,1,25,0
10801,65,242580,10,4,1,8,2,50,1
10802,37,173128,9,4,1,8,2,40,0
10803,29,87905,9,4,1,8,2,40,1
10804,44,173704,13,2,8,8,2,40,1
10805,37,93225,10,2,8,8,2,40,1
10806,38,323269,10,2,16,4,1,40,0
10807,35,158046,10,2,8,8,2,70,0
10808,32,133503,9,2,8,8,2,40,0
10809,44,172296,10,32,4,8,2,60,0
10810,39,201105,13,2,16,8,1,30,0
10811,23,176486,10,1,32,8,1,25,0
10812,25,182750,13,1,1,8,2,45,1
10813,23,82497,10,1,2,8,1,28,0
10814,47,208872,10,2,8,8,2,40,0
10815,47,145269,7,4,1,8,1,45,0
10816,25,19214,9,1,1,8,2,40,0
10817,35,149347,10,2,8,8,2,45,0
10818,68,53850,4,2,8,1,2,40,0
10819,50,158294,11,2,8,8,2,40,1
10820,47,152073,9,4,4,8,1,40,0
10821,35,189623,16,2,8,8,2,45,1
10822,24,341368,9,1,1,8,2,40,0
10823,21,201603,9,1,2,8,2,40,0
10824,35,270572,13,4,1,8,1,40,1
10825,30,285295,13,2,16,2,1,40,0
10826,17,126779,7,1,2,4,2,20,0
10827,49,202874,9,32,4,8,1,40,0
10828,27,373499,3,1,1,8,2,60,0
10829,22,244773,9,1,2,4,1,15,0
10830,22,96862,10,1,2,8,1,40,0
10831,50,162632,9,2,8,8,2,2,0
10832,51,159755,11,2,8,8,2,38,1
10833,27,37088,13,2,8,8,2,30,0
10834,27,335421,13,1,1,8,1,20,0
10835,23,188535,4,4,1,8,2,35,0
10836,20,349365,9,1,1,8,1,40,0
10837,42,33002,9,2,8,8,2,48,0
10838,32,330715,9,2,8,8,2,40,1
10839,45,146857,13,2,8,8,2,38,1
10840,35,275522,4,64,4,8,1,80,0
10841,22,43646,9,2,2,8,2,40,0
10842,34,154548,10,1,4,8,1,38,0
10843,28,47907,13,1,1,8,1,40,0
10844,38,238397,13,4,4,8,1,24,0
10845,48,195949,10,2,8,8,2,42,1
10846,22,354351,10,1,1,8,2,40,0
10847,34,349169,14,2,8,8,2,40,0
10848,25,158662,9,2,16,8,1,50,1
10849,23,23438,9,1,1,8,1,40,0
10850,38,107302,10,2,8,8,2,60,1
10851,43,174196,9,1,4,4,1,40,0
10852,49,226871,9,2,8,4,2,40,1
10853,23,124971,10,4,1,8,2,40,0
10854,57,214061,9,4,1,8,1,40,0
10855,24,441700,13,1,2,8,2,40,0
10856,44,104892,10,2,8,8,2,58,1
10857,34,234386,12,4,1,8,2,50,0
10858,29,188278,10,2,8,8,2,40,0
10859,29,244395,7,1,4,4,1,40,0
10860,35,30916,9,2,8,8,2,50,1
10861,48,219565,9,2,8,8,2,40,0
10862,38,377486,9,1,1,8,2,36,0
10863,42,137232,9,4,4,8,1,50,0
10864,53,233369,10,64,4,8,1,40,0
10865,29,71067,15,1,1,8,1,55,0
10866,59,195176,13,2,8,8,2,72,0
10867,31,98639,9,1,4,8,2,40,0
10868,34,183778,9,2,8,8,2,40,0
10869,51,123011,13,4,1,8,2,50,1
10870,25,164938,9,1,2,8,2,40,0
10871,28,147471,9,4,2,8,1,10,0
10872,30,206046,9,2,8,8,2,40,1
10873,46,81497,9,4,1,8,1,48,0
10874,45,189225,9,1,4,4,1,40,0
10875,23,141264,10,1,32,4,1,40,0
10876,33,97939,12,4,1,8,1,42,0
10877,44,160829,13,2,16,8,1,20,1
10878,25,483822,9,1,2,8,2,40,0
10879,48,148738,10,4,2,8,2,40,0
10880,23,289982,9,1,1,8,1,40,0
10881,33,58702,11,2,16,8,1,50,1
10882,20,146706,10,2,32,8,1,30,0
10883,23,420973,13,1,1,8,1,40,0
10884,71,124959,9,64,1,8,1,40,0
10885,22,121471,13,1,1,8,1,40,0
10886,36,198237,13,2,8,8,2,50,1
10887,27,280758,7,1,32,8,2,60,0
10888,40,191544,9,1,1,8,1,35,0
10889,30,261023,10,4,4,8,2,50,0
10890,30,231043,11,2,8,8,2,40,0
10891,30,340917,10,2,8,8,2,40,0
10892,35,167140,13,2,8,8,2,40,0
10893,39,370795,9,1,4,4,1,40,0
10894,39,209609,9,2,8,8,2,50,0
10895,74,209454,3,2,8,4,2,40,0
10896,32,78530,10,2,8,8,2,50,1
10897,25,88922,9,2,8,4,2,40,0
10898,64,86972,10,4,4,8,1,40,0
10899,47,165468,9,2,8,8,2,40,1
10900,37,134367,13,2,16,8,1,37,1
